member_id,employee_number,nrc,first_name,last_name,gender,date_of_birth,date_joined_employer,date_joined_scheme,employment_status,department,sector,retirement_age,normal_retirement_date,current_age,service_years,pensionable_service_years,years_to_retirement,basic_salary,housing_allowance,transport_allowance,total_monthly_salary,pensionable_salary,annual_pensionable_salary,employee_contribution_rate,employer_contribution_rate,employee_monthly_contribution,employer_monthly_contribution,total_monthly_contribution,ee_accumulated_contributions,er_accumulated_contributions,total_accumulated_contributions,investment_return_assumption,salary_growth_assumption,inflation_assumption,accrual_rate,withdrawal_rate,disability_rate,spouse_percentage,mortality_table,benefit_formula_type,pension_type,projected_final_salary,projected_pension_benefit,last_valuation_date,status
MBR0000226,EMP000226,293927/27/5,Member226,Surname318,Female,1967-12-21,2022-04-29,2022-05-07,Active,Risk Management,Public,60.0,2028-04-28,58.0,4.0,3.72,2.0,17849.0,3160.3,1585.2,22594.5,15847.55,190170.6,0.08,0.08,1267.8,1267.8,2535.6,64408.58,66560.93,130969.51,0.0902,0.0533,0.0748,0.02,0.0236,0.0032,0.53,A1967-70,DB,Defined Benefit,17581.92,2109.83,2026-12-31,Active
MBR0000227,EMP000227,729630/79/3,Member227,Surname59,Female,1986-08-24,2025-04-29,2026-01-14,Active,Operations,Public,60.0,2046-04-29,40.0,1.0,0.98,20.0,26704.0,6515.03,2255.82,35474.85,22866.76,274401.12,0.06,0.08,1372.01,1829.34,3201.35,18721.43,18306.75,37028.18,0.099,0.0635,0.0655,0.025,0.0359,0.0025,0.64,A1967-70,DC,Defined Contribution,78334.76,41125.75,2026-12-31,Active
MBR0000228,EMP000228,731911/10/2,Member228,Surname373,Male,1971-01-13,1997-04-29,1997-10-15,Active,Actuarial,Private,65.0,2036-04-28,55.0,29.0,26.98,10.0,6117.0,734.36,717.41,7568.77,5295.61,63547.32,0.07,0.1,370.69,529.56,900.25,116829.77,191259.28,308089.05,0.0939,0.0711,0.0761,0.02,0.0368,0.0034,0.64,PMA92,DC,Defined Contribution,10524.86,8209.39,2026-12-31,Active
MBR0000229,EMP000229,584243/69/5,Member229,Surname184,Female,1994-10-10,2024-04-29,2025-04-26,Active,Research & Analytics,Public,60.0,2054-04-29,32.0,2.0,1.93,28.0,4246.0,776.59,283.58,5306.17,3859.89,46318.68,0.08,0.12,308.79,463.19,771.98,7982.32,11535.98,19518.3,0.0744,0.0726,0.0511,0.02,0.0304,0.0056,0.58,A1967-70,DB,Defined Benefit,27468.38,16481.03,2026-12-31,Active
MBR0000230,EMP000230,528111/98/2,Member230,Surname484,Male,1995-03-11,2017-04-29,2017-11-14,Active,Risk Management,Parastatal,55.0,2050-04-29,31.0,9.0,8.3,24.0,4544.0,560.45,385.46,5489.91,4073.97,48887.64,0.08,0.1,325.92,407.4,733.32,39040.26,40241.27,79281.53,0.0886,0.072,0.0616,0.0167,0.0427,0.0048,0.53,PA(90),Hybrid,Hybrid,21611.89,11910.31,2026-12-31,Active
MBR0000231,EMP000231,421634/82/5,Member231,Surname228,Male,1999-04-16,2024-04-29,2025-02-24,Deferred,Client Services,Parastatal,60.0,2059-04-29,27.0,2.0,1.82,33.0,4830.0,756.87,562.71,6149.58,4455.62,53467.44,0.06,0.12,267.34,534.67,802.01,7605.41,14925.99,22531.4,0.0872,0.0551,0.0674,0.025,0.0371,0.0033,0.51,SAPS S2,DB,Defined Benefit,26157.59,22887.89,2026-12-31,Active
MBR0000232,EMP000232,194895/87/7,Member232,Surname76,Female,1961-12-23,2012-04-29,2013-02-08,Retired,Legal & Compliance,Parastatal,65.0,2027-04-29,64.0,14.0,12.76,1.0,6516.0,1263.55,380.75,8160.3,5595.94,67151.28,0.06,0.12,335.76,671.51,1007.27,61909.67,133064.75,194974.42,0.0994,0.0757,0.054,0.025,0.0477,0.0034,0.56,SAPS S2,DB,Defined Benefit,6019.55,2257.33,2026-12-31,Active
MBR0000233,EMP000233,235300/58/1,Member233,Surname424,Male,1993-10-19,2014-04-29,2015-04-26,Active,Risk Management,Parastatal,65.0,2058-04-29,33.0,12.0,11.07,32.0,4422.0,724.68,361.42,5508.1,3762.41,45148.92,0.08,0.15,300.99,564.36,865.35,43839.97,77635.45,121475.42,0.0818,0.0438,0.058,0.02,0.0208,0.0023,0.52,PMA92,Hybrid,Hybrid,14832.67,13052.75,2026-12-31,Active
MBR0000234,EMP000234,688481/41/8,Member234,Surname35,Female,1999-12-12,2021-04-29,2021-12-16,Retired,Technology,Public,65.0,2065-04-28,26.0,5.0,4.93,39.0,12817.0,2954.37,1077.53,16848.9,11329.32,135951.84,0.06,0.08,679.76,906.35,1586.11,47614.5,44599.94,92214.44,0.0704,0.0473,0.0743,0.02,0.0258,0.0023,0.6,PA(90),Hybrid,Hybrid,68703.19,60458.81,2026-12-31,Active
MBR0000235,EMP000235,342991/84/6,Member235,Surname215,Male,1975-01-12,2009-04-29,2009-10-25,Active,Research & Analytics,Private,60.0,2035-04-29,51.0,17.0,16.94,9.0,6646.0,780.72,619.0,8045.72,6254.19,75050.28,0.1,0.1,625.42,625.42,1250.84,105389.73,129501.38,234891.11,0.0892,0.0456,0.0666,0.0167,0.0494,0.003,0.56,SAPS S2,DC,Defined Contribution,9342.46,4056.5,2026-12-31,Active
MBR0000236,EMP000236,134455/20/1,Member236,Surname144,Male,1982-06-11,2014-04-29,2014-08-02,Active,Actuarial,Private,65.0,2047-04-29,44.0,12.0,11.57,21.0,17152.0,2054.33,1893.93,21100.26,14580.27,174963.24,0.05,0.1,729.01,1458.03,2187.04,112825.48,196662.25,309487.73,0.072,0.0527,0.0573,0.0167,0.0418,0.0041,0.56,PA(90),Hybrid,Hybrid,42870.9,23626.15,2026-12-31,Active
MBR0000237,EMP000237,288877/18/5,Member237,Surname226,Female,1976-08-19,1999-04-30,1999-07-05,Deferred,Investment,Public,65.0,2041-04-28,50.0,27.0,24.42,15.0,3783.0,741.57,351.24,4875.81,3584.48,43013.76,0.08,0.1,286.76,358.45,645.21,108460.58,126971.35,235431.93,0.0941,0.0688,0.0608,0.02,0.0201,0.0095,0.62,PMA92,Hybrid,Hybrid,9724.62,8168.68,2026-12-31,Active
MBR0000238,EMP000238,976290/56/4,Member238,Surname405,Male,1996-04-04,2023-04-30,2024-03-20,Deferred,Client Services,Private,65.0,2061-04-28,30.0,3.0,2.9,35.0,13522.0,2769.06,1604.64,17895.7,12355.24,148262.88,0.07,0.1,864.87,1235.52,2100.39,30208.04,53207.66,83415.7,0.0912,0.0544,0.0611,0.02,0.026,0.0078,0.62,A1967-70,DB,Defined Benefit,78893.29,59958.9,2026-12-31,Active
MBR0000239,EMP000239,171189/35/8,Member239,Surname16,Female,1971-03-22,2024-04-29,2025-03-01,Active,Research & Analytics,Public,60.0,2031-04-29,55.0,2.0,1.97,5.0,5429.0,881.34,571.0,6881.34,4735.76,56829.12,0.07,0.15,331.5,710.36,1041.86,7974.84,17037.21,25012.05,0.0868,0.0474,0.0544,0.02,0.021,0.008,0.56,PMA92,DC,Defined Contribution,5969.7,835.76,2026-12-31,Active
MBR0000240,EMP000240,837962/30/4,Member240,Surname176,Male,1993-09-01,2017-04-29,2017-11-09,Active,Legal & Compliance,Public,65.0,2058-04-29,33.0,9.0,8.17,32.0,13236.0,1752.41,1185.33,16173.74,11540.34,138484.08,0.07,0.08,807.82,923.23,1731.05,86740.02,92194.74,178934.76,0.0836,0.0573,0.0772,0.02,0.0326,0.0073,0.64,SAPS S2,Hybrid,Hybrid,68637.59,56282.82,2026-12-31,Active
MBR0000241,EMP000241,742090/31/1,Member241,Surname442,Female,2004-08-24,2025-04-29,2025-05-12,Active,Human Resources,Public,65.0,2069-04-28,22.0,1.0,0.91,43.0,59116.0,14455.53,5505.95,79077.48,53606.13,643273.56,0.08,0.1,4288.49,5360.61,9649.1,50008.44,60648.24,110656.68,0.0974,0.0768,0.0695,0.0167,0.0216,0.0076,0.58,PMA92,Hybrid,Hybrid,1291283.11,948834.83,2026-12-31,Active
MBR0000242,EMP000242,275435/59/7,Member242,Surname252,Male,1998-01-11,2022-04-29,2022-05-12,Active,Executive,Private,55.0,2053-04-28,28.0,4.0,3.99,27.0,10655.0,1106.76,559.15,12320.91,10218.92,122627.04,0.06,0.12,613.14,1226.27,1839.41,32372.88,48485.68,80858.56,0.0931,0.0507,0.0617,0.0167,0.03,0.0091,0.62,SAPS S2,Hybrid,Hybrid,38844.61,20109.85,2026-12-31,Inactive
MBR0000243,EMP000243,391573/85/1,Member243,Surname476,Female,1963-11-05,2003-04-30,2003-06-17,Retired,Technology,Parastatal,65.0,2029-04-28,62.0,23.0,21.05,3.0,6221.0,1522.73,400.07,8143.8,5754.03,69048.36,0.07,0.08,402.78,460.32,863.1,121062.45,106154.83,227217.28,0.0908,0.0739,0.0605,0.02,0.0408,0.006,0.59,A1967-70,Hybrid,Hybrid,7126.29,3705.67,2026-12-31,Active
MBR0000244,EMP000244,605341/39/4,Member244,Surname76,Male,1977-03-24,1997-04-29,1997-07-22,Active,Investment,Parastatal,60.0,2037-04-28,49.0,29.0,28.17,11.0,9318.0,1189.38,1018.06,11525.44,8729.63,104755.56,0.07,0.1,611.07,872.96,1484.03,207280.31,359397.31,566677.62,0.0853,0.0588,0.0724,0.02,0.0462,0.0092,0.65,PMA92,DB,Defined Benefit,16366.25,13093.0,2026-12-31,Active
MBR0000245,EMP000245,488833/21/8,Member245,Surname434,Male,1967-03-12,1992-04-29,1993-04-12,Deferred,Actuarial,Private,65.0,2032-04-28,59.0,34.0,31.82,6.0,40664.0,9673.57,4205.68,54543.25,37206.69,446480.28,0.06,0.1,2232.4,3720.67,5953.07,848219.67,1786885.93,2635105.6,0.0852,0.0589,0.0604,0.02,0.033,0.0036,0.59,PA(90),Hybrid,Hybrid,52450.63,41960.5,2026-12-31,Active
MBR0000246,EMP000246,454149/27/4,Member246,Surname69,Female,1993-10-08,2021-04-29,2022-04-19,Active,Research & Analytics,Public,65.0,2058-04-29,33.0,5.0,4.81,32.0,4022.0,930.53,283.14,5235.67,3697.92,44375.04,0.08,0.15,295.83,554.69,850.52,18875.64,36650.93,55526.57,0.0752,0.0751,0.0583,0.0167,0.0296,0.0031,0.6,SAPS S2,Hybrid,Hybrid,37525.03,23186.72,2026-12-31,Active
MBR0000247,EMP000247,937733/24/1,Member247,Surname225,Female,1985-09-01,2025-04-29,2025-11-18,Active,Research & Analytics,Public,65.0,2050-04-29,41.0,1.0,0.92,24.0,4038.0,721.57,256.93,5016.5,3870.97,46451.64,0.1,0.1,387.1,387.1,774.2,4922.23,4109.77,9032.0,0.0705,0.0703,0.063,0.025,0.0463,0.0075,0.56,PA(90),DC,Defined Contribution,19767.53,12354.71,2026-12-31,Active
MBR0000248,EMP000248,729431/91/6,Member248,Surname419,Female,1987-01-19,2021-04-29,2021-05-28,Active,Technology,Public,55.0,2042-04-29,39.0,5.0,4.91,16.0,12739.0,1534.66,1003.59,15277.25,11672.02,140064.24,0.06,0.15,700.32,1750.8,2451.12,43685.61,100364.35,144049.96,0.0852,0.0526,0.0756,0.02,0.0268,0.0032,0.62,PMA92,Hybrid,Hybrid,26506.96,11132.92,2026-12-31,Active
MBR0000249,EMP000249,874160/75/5,Member249,Surname477,Female,1989-01-26,2024-04-29,2024-08-14,Active,Corporate Affairs,Private,60.0,2049-04-28,37.0,2.0,1.97,23.0,11282.0,2391.89,936.89,14610.78,10814.59,129775.08,0.07,0.12,757.02,1297.75,2054.77,16169.72,34121.6,50291.32,0.0915,0.0507,0.0667,0.025,0.032,0.0069,0.67,A1967-70,DC,Defined Contribution,33730.35,21081.47,2026-12-31,Active
MBR0000250,EMP000250,622276/24/3,Member250,Surname424,Male,2004-10-10,2024-04-29,2025-02-11,Active,Risk Management,Public,65.0,2069-04-28,22.0,2.0,1.8,43.0,30430.0,5166.62,3371.49,38968.11,29220.07,350640.84,0.1,0.15,2922.01,4383.01,7305.02,63242.97,111884.96,175127.93,0.0706,0.0796,0.0578,0.02,0.0333,0.0058,0.56,SAPS S2,DB,Defined Benefit,787018.45,708316.6,2026-12-31,Active
MBR0000251,EMP000251,406393/37/1,Member251,Surname484,Female,2002-07-01,2024-04-29,2024-11-26,Active,Corporate Affairs,Parastatal,65.0,2067-04-29,24.0,2.0,1.89,41.0,54073.0,5785.65,4932.17,64790.82,50628.71,607544.52,0.08,0.08,4050.3,4050.3,8100.6,84740.2,107009.84,191750.04,0.0745,0.0588,0.0719,0.02,0.0213,0.0038,0.56,A1967-70,Hybrid,Hybrid,526948.41,453175.63,2026-12-31,Inactive
MBR0000252,EMP000252,163592/85/8,Member252,Surname18,Male,1993-10-17,2025-04-29,2025-11-02,Active,Technology,Public,55.0,2048-04-28,33.0,1.0,0.96,22.0,49771.0,5355.36,4051.76,59178.12,43586.74,523040.88,0.06,0.12,2615.2,5230.41,7845.61,31453.4,68862.32,100315.72,0.0968,0.0499,0.0777,0.02,0.0416,0.0042,0.65,PMA92,Hybrid,Hybrid,127235.7,58528.42,2026-12-31,Active
MBR0000253,EMP000253,128490/57/8,Member253,Surname322,Female,1965-09-28,1997-04-29,1997-06-26,Deferred,Risk Management,Parastatal,60.0,2026-04-29,61.0,29.0,27.86,0.0,24337.0,3272.35,1987.74,29597.09,21974.12,263689.44,0.06,0.15,1318.45,3296.12,4614.57,447474.57,1234377.53,1681852.1,0.0873,0.0601,0.0685,0.025,0.033,0.007,0.58,PA(90),DB,Defined Benefit,21974.12,15931.24,2026-12-31,Active
MBR0000254,EMP000254,906914/33/4,Member254,Surname47,Female,2003-11-16,2025-04-29,2026-02-22,Active,Client Services,Parastatal,65.0,2069-04-28,22.0,1.0,0.94,43.0,10136.0,1404.81,509.28,12050.09,10085.43,121025.16,0.1,0.1,1008.54,1008.54,2017.08,10912.33,13036.67,23949.0,0.083,0.0721,0.08,0.02,0.0205,0.0029,0.55,A1967-70,Hybrid,Hybrid,201285.34,177131.1,2026-12-31,Active
MBR0000255,EMP000255,112617/48/5,Member255,Surname7,Female,2001-09-18,2022-04-29,2023-03-11,Active,Actuarial,Public,60.0,2061-04-28,25.0,4.0,3.96,35.0,20303.0,2811.81,1739.25,24854.06,17597.47,211169.64,0.1,0.08,1759.75,1407.8,3167.55,81492.22,77079.4,158571.62,0.0773,0.0507,0.0743,0.02,0.0393,0.0067,0.53,A1967-70,DB,Defined Benefit,99358.69,77499.78,2026-12-31,Active
MBR0000256,EMP000256,255346/37/6,Member256,Surname330,Female,1978-10-05,2008-04-29,2009-03-16,Active,Operations,Parastatal,65.0,2043-04-29,48.0,18.0,17.98,17.0,4314.0,885.96,455.44,5655.4,3916.7,47000.4,0.05,0.12,195.84,470.0,665.84,37328.38,94983.41,132311.79,0.0888,0.044,0.0522,0.0167,0.0401,0.0062,0.59,SAPS S2,Hybrid,Hybrid,8143.83,4760.07,2026-12-31,Active
MBR0000257,EMP000257,139125/22/3,Member257,Surname218,Female,1970-11-16,2007-04-30,2008-02-11,Deferred,Risk Management,Public,65.0,2036-04-28,55.0,19.0,18.79,10.0,7417.0,1686.91,503.28,9607.19,7100.62,85207.44,0.08,0.1,568.05,710.06,1278.11,113573.81,184219.97,297793.78,0.081,0.0528,0.0653,0.02,0.0211,0.0057,0.61,PA(90),DC,Defined Contribution,11878.32,6889.43,2026-12-31,Active
MBR0000258,EMP000258,369503/65/4,Member258,Surname489,Female,2003-01-04,2024-04-29,2024-07-19,Deferred,Finance,Parastatal,60.0,2063-04-29,23.0,2.0,1.82,37.0,18631.0,3191.92,1519.82,23342.74,16000.65,192007.8,0.1,0.12,1600.07,1920.08,3520.15,37729.67,42016.39,79746.06,0.0803,0.0449,0.0717,0.02,0.0338,0.006,0.53,A1967-70,Hybrid,Hybrid,81264.83,63386.57,2026-12-31,Active
MBR0000259,EMP000259,325367/34/2,Member259,Surname376,Female,1986-08-31,2022-04-29,2022-06-24,Active,Research & Analytics,Public,65.0,2051-04-29,40.0,4.0,3.83,25.0,15564.0,3515.53,1584.3,20663.83,15191.81,182301.72,0.08,0.1,1215.34,1519.18,2734.52,55852.75,69392.15,125244.9,0.0826,0.0452,0.0627,0.02,0.0442,0.0063,0.65,A1967-70,DB,Defined Benefit,45876.95,26608.63,2026-12-31,Active
MBR0000260,EMP000260,639758/90/4,Member260,Surname219,Male,1977-11-09,2022-04-29,2022-05-04,Active,Operations,Parastatal,65.0,2043-04-29,48.0,4.0,3.63,17.0,11982.0,1849.04,649.94,14480.98,10199.91,122398.92,0.05,0.08,510.0,815.99,1325.99,25565.83,39572.75,65138.58,0.0837,0.0677,0.0505,0.02,0.044,0.0091,0.57,SAPS S2,DB,Defined Benefit,31062.29,13046.16,2026-12-31,Active
MBR0000261,EMP000261,551699/74/3,Member261,Surname190,Male,1993-03-28,2018-04-29,2019-03-27,Deferred,Client Services,Public,65.0,2058-04-29,33.0,8.0,7.51,32.0,39286.0,6732.62,4218.62,50237.24,35702.58,428430.96,0.07,0.12,2499.18,4284.31,6783.49,236532.29,489787.02,726319.31,0.0855,0.0554,0.0618,0.02,0.0385,0.0025,0.61,PMA92,DB,Defined Benefit,200468.65,160374.92,2026-12-31,Active
MBR0000262,EMP000262,347052/78/7,Member262,Surname263,Male,1977-02-10,2005-04-29,2006-01-30,Deferred,Legal & Compliance,Private,65.0,2042-04-29,49.0,21.0,20.9,16.0,29811.0,5582.73,2808.97,38202.7,27823.45,333881.4,0.08,0.08,2225.88,2225.88,4451.76,573421.82,484210.5,1057632.32,0.0822,0.0666,0.0648,0.02,0.0327,0.0083,0.53,SAPS S2,DB,Defined Benefit,78061.38,57765.42,2026-12-31,Active
MBR0000263,EMP000263,624393/65/1,Member263,Surname129,Male,2000-09-18,2021-04-29,2021-10-29,Active,Executive,Private,60.0,2060-04-28,26.0,5.0,4.99,34.0,3950.0,969.18,379.5,5298.68,3912.35,46948.2,0.07,0.08,273.86,312.99,586.85,16920.41,19217.55,36137.96,0.0704,0.0744,0.0686,0.02,0.032,0.0033,0.51,PMA92,Hybrid,Hybrid,44882.98,35008.72,2026-12-31,Active
MBR0000264,EMP000264,261773/39/5,Member264,Surname108,Female,1965-12-08,2000-04-29,2001-01-10,Active,Human Resources,Parastatal,65.0,2031-04-29,60.0,26.0,23.69,5.0,12071.0,1351.53,790.87,14213.4,11016.37,132196.44,0.06,0.15,660.98,1652.46,2313.44,247107.75,488951.02,736058.77,0.0913,0.0563,0.0542,0.02,0.0265,0.0092,0.51,A1967-70,Hybrid,Hybrid,14486.88,8981.87,2026-12-31,Active
MBR0000265,EMP000265,184237/81/6,Member265,Surname468,Male,1991-06-22,2021-04-29,2021-11-03,Deferred,Risk Management,Private,55.0,2046-04-29,35.0,5.0,4.98,20.0,14761.0,2732.09,1190.52,18683.61,13322.12,159865.44,0.06,0.1,799.33,1332.21,2131.54,38867.63,74440.94,113308.57,0.0903,0.0443,0.0519,0.02,0.0328,0.0041,0.6,PMA92,DC,Defined Contribution,31701.43,15850.72,2026-12-31,Active
MBR0000266,EMP000266,695033/42/4,Member266,Surname373,Female,1984-07-03,2004-04-29,2004-05-22,Active,Operations,Public,60.0,2044-04-28,42.0,22.0,21.13,18.0,62390.0,6368.59,5747.99,74506.58,61898.43,742781.16,0.07,0.1,4332.89,6189.84,10522.73,1233464.4,1514611.26,2748075.66,0.0843,0.0727,0.0724,0.025,0.04,0.0079,0.63,SAPS S2,Hybrid,Hybrid,218921.64,218921.64,2026-12-31,Active
MBR0000267,EMP000267,141371/72/1,Member267,Surname452,Male,2003-03-06,2025-04-29,2025-08-09,Active,Client Services,Parastatal,65.0,2068-04-28,23.0,1.0,0.96,42.0,17492.0,3083.98,1283.38,21859.36,15311.72,183740.64,0.06,0.15,918.7,2296.76,3215.46,10182.0,32795.08,42977.08,0.0772,0.0689,0.0672,0.02,0.022,0.0042,0.62,PA(90),Hybrid,Hybrid,251409.23,216211.94,2026-12-31,Active
MBR0000268,EMP000268,400739/25/7,Member268,Surname288,Male,1992-03-26,2012-04-29,2012-09-15,Retired,Research & Analytics,Parastatal,65.0,2057-04-28,34.0,14.0,13.15,31.0,41428.0,9675.66,3798.02,54901.68,41223.38,494680.56,0.06,0.12,2473.4,4946.81,7420.21,451587.1,823491.56,1275078.66,0.0786,0.062,0.0609,0.025,0.0229,0.0065,0.59,PMA92,DB,Defined Benefit,266074.72,299334.06,2026-12-31,Active
MBR0000269,EMP000269,821589/14/1,Member269,Surname3,Female,1970-04-05,2000-04-29,2001-02-05,Retired,Investment,Public,60.0,2030-04-29,56.0,26.0,23.55,4.0,19414.0,2020.43,2086.03,23520.46,17074.88,204898.56,0.08,0.12,1365.99,2048.99,3414.98,506110.16,758340.0,1264450.16,0.0782,0.0707,0.0595,0.02,0.0238,0.0041,0.65,PA(90),DB,Defined Benefit,22440.31,13464.19,2026-12-31,Active
MBR0000270,EMP000270,456376/73/6,Member270,Surname122,Female,1997-12-29,2019-04-30,2020-01-23,Active,Research & Analytics,Parastatal,60.0,2058-04-29,28.0,7.0,6.98,32.0,42261.0,9941.31,3884.06,56086.37,39272.56,471270.72,0.1,0.1,3927.26,3927.26,7854.52,371003.44,271017.22,642020.66,0.07,0.0611,0.0522,0.025,0.0314,0.0022,0.5,A1967-70,DC,Defined Contribution,261993.96,255444.11,2026-12-31,Active
MBR0000271,EMP000271,299046/92/1,Member271,Surname330,Female,1982-11-09,2007-04-30,2007-08-31,Active,Client Services,Public,65.0,2048-04-28,43.0,19.0,17.48,22.0,14266.0,1963.85,1324.57,17554.42,14051.35,168616.2,0.05,0.1,702.57,1405.14,2107.71,141599.23,272173.4,413772.63,0.075,0.065,0.0531,0.02,0.0226,0.0039,0.66,SAPS S2,DB,Defined Benefit,56157.71,46049.32,2026-12-31,Inactive
MBR0000272,EMP000272,213012/82/8,Member272,Surname360,Male,1990-07-01,2019-04-30,2019-11-02,Active,Corporate Affairs,Parastatal,60.0,2050-04-29,36.0,7.0,6.96,24.0,10654.0,1751.58,625.97,13031.55,9667.69,116012.28,0.1,0.08,966.77,773.42,1740.19,83938.0,62541.07,146479.07,0.0751,0.0405,0.0582,0.0167,0.0328,0.0077,0.61,PMA92,DC,Defined Contribution,25068.75,12978.09,2026-12-31,Active
MBR0000273,EMP000273,741644/61/5,Member273,Surname418,Male,1987-04-20,2021-04-29,2022-02-13,Active,Executive,Public,65.0,2052-04-28,39.0,5.0,4.88,26.0,7967.0,1939.04,849.55,10755.59,7774.47,93293.64,0.08,0.1,621.96,777.45,1399.41,39296.66,51437.64,90734.3,0.0924,0.0509,0.0554,0.02,0.0403,0.0041,0.58,PMA92,DC,Defined Contribution,28266.17,17525.03,2026-12-31,Active
MBR0000274,EMP000274,498394/71/8,Member274,Surname115,Male,1971-10-24,1996-04-29,1996-08-30,Retired,Executive,Private,60.0,2031-04-29,55.0,30.0,28.96,5.0,3311.0,353.33,314.21,3978.54,3096.54,37158.48,0.07,0.08,216.76,247.72,464.48,92326.85,92189.62,184516.47,0.0904,0.0613,0.0742,0.025,0.032,0.0021,0.66,PMA92,DC,Defined Contribution,4169.34,3648.17,2026-12-31,Active
MBR0000275,EMP000275,460673/18/7,Member275,Surname426,Male,1962-11-02,1995-04-30,1995-08-23,Active,Research & Analytics,Parastatal,65.0,2028-04-28,63.0,31.0,30.14,2.0,11655.0,2329.11,689.19,14673.3,10645.12,127741.44,0.07,0.12,745.16,1277.41,2022.57,236835.88,424394.49,661230.37,0.0913,0.0462,0.0627,0.02,0.0302,0.0081,0.62,SAPS S2,DB,Defined Benefit,11651.45,7689.96,2026-12-31,Active
MBR0000276,EMP000276,517492/11/2,Member276,Surname252,Female,2001-02-04,2025-04-29,2026-04-28,Active,Research & Analytics,Parastatal,65.0,2066-04-29,25.0,1.0,0.95,40.0,42328.0,10293.27,2688.5,55309.77,37029.34,444352.08,0.07,0.1,2592.05,3702.93,6294.98,31984.52,49732.59,81717.11,0.098,0.0567,0.0715,0.0167,0.0421,0.0072,0.56,PA(90),DC,Defined Contribution,336212.82,230204.92,2026-12-31,Active
MBR0000277,EMP000277,375959/95/5,Member277,Surname66,Male,1966-11-11,1991-04-30,1992-03-31,Retired,Risk Management,Public,60.0,2027-04-29,59.0,35.0,34.59,1.0,13236.0,2032.05,724.15,15992.2,12050.31,144603.72,0.06,0.1,723.02,1205.03,1928.05,262728.71,538268.98,800997.69,0.0858,0.0508,0.0666,0.02,0.0411,0.0075,0.56,SAPS S2,DC,Defined Contribution,12662.47,9116.98,2026-12-31,Active
MBR0000278,EMP000278,497455/27/2,Member278,Surname262,Male,1980-11-07,2004-04-29,2004-12-06,Active,Client Services,Private,65.0,2046-04-29,45.0,22.0,20.1,20.0,3202.0,619.6,275.37,4096.97,3099.73,37196.76,0.08,0.12,247.98,371.97,619.95,73722.48,81241.44,154963.92,0.0907,0.0686,0.0583,0.0167,0.0398,0.0028,0.5,A1967-70,DB,Defined Benefit,11684.96,8195.83,2026-12-31,Active
MBR0000279,EMP000279,106992/27/7,Member279,Surname393,Male,1970-11-06,1992-04-29,1992-08-17,Active,Executive,Public,60.0,2031-04-29,55.0,34.0,32.64,5.0,12486.0,2713.11,942.95,16142.06,11785.48,141425.76,0.07,0.12,824.98,1414.26,2239.24,345887.4,528523.56,874410.96,0.0911,0.0728,0.064,0.025,0.036,0.0061,0.65,SAPS S2,DB,Defined Benefit,16747.16,16328.48,2026-12-31,Active
MBR0000280,EMP000280,909204/31/7,Member280,Surname355,Male,1978-10-09,2017-04-29,2017-10-09,Active,Research & Analytics,Parastatal,65.0,2043-04-29,48.0,9.0,8.78,17.0,21528.0,4822.27,1900.23,28250.5,18371.15,220453.8,0.07,0.08,1285.98,1469.69,2755.67,128907.11,166911.07,295818.18,0.0974,0.0543,0.0758,0.025,0.0318,0.0073,0.6,A1967-70,DC,Defined Contribution,45136.5,29338.73,2026-12-31,Active
MBR0000281,EMP000281,459132/67/2,Member281,Surname228,Female,2002-09-26,2023-04-30,2023-06-26,Active,Human Resources,Parastatal,60.0,2062-04-29,24.0,3.0,2.9,36.0,47406.0,5570.57,4275.97,57252.54,41626.48,499517.76,0.07,0.1,2913.85,4162.65,7076.5,118700.36,128543.05,247243.41,0.0894,0.0794,0.0706,0.0167,0.0464,0.0058,0.59,SAPS S2,DC,Defined Contribution,651533.25,424343.61,2026-12-31,Active
MBR0000282,EMP000282,588613/41/2,Member282,Surname484,Male,1970-01-16,1998-04-29,1998-06-14,Active,Operations,Private,60.0,2030-04-29,56.0,28.0,26.4,4.0,11360.0,2189.09,815.62,14364.71,9949.96,119399.52,0.1,0.15,995.0,1492.49,2487.49,328781.5,466778.41,795559.91,0.0714,0.0415,0.0618,0.025,0.0283,0.0054,0.54,PA(90),Hybrid,Hybrid,11707.35,9365.88,2026-12-31,Active
MBR0000283,EMP000283,661951/24/5,Member283,Surname476,Male,1992-03-04,2018-04-29,2018-09-18,Retired,Operations,Private,65.0,2057-04-28,34.0,8.0,7.66,31.0,5441.0,1280.2,480.32,7201.52,4857.5,58290.0,0.1,0.08,485.75,388.6,874.35,43164.01,37855.16,81019.17,0.0802,0.0591,0.0579,0.0167,0.0347,0.0051,0.62,A1967-70,DB,Defined Benefit,28804.4,18760.31,2026-12-31,Active
MBR0000284,EMP000284,963151/95/4,Member284,Surname213,Male,1990-03-04,2016-04-29,2016-10-20,Active,Investment,Parastatal,65.0,2055-04-29,36.0,10.0,9.35,29.0,7116.0,809.24,440.2,8365.44,6884.94,82619.28,0.1,0.15,688.49,1032.74,1721.23,75950.33,140800.04,216750.37,0.0861,0.0729,0.0665,0.0167,0.0307,0.005,0.66,A1967-70,DB,Defined Benefit,52980.77,34506.38,2026-12-31,Active
